,data_id,dataname,tasktype,trial,modelname,perf
160,44026,FIS,regression,0,xgb,0.7828234277750546
161,45012,FI,regression,0,xgb,10830.898393023544
162,6,LT,multiclass,0,xgb,0.917
163,44090,CAB,binclass,0,xgb,0.8919573643410853
164,999999,CA,regression,0,xgb,0.4767459766336192
165,537,HO,regression,0,xgb,4.75749498632651
166,44148,ST,regression,0,xgb,10.79763177408412
167,44066,HS,regression,0,xgb,0.1748010112866046
168,44984,CWE,regression,0,xgb,343.56600757714665
169,4135,AZ,binclass,0,xgb,0.9447665547757096
170,1486,NM,binclass,0,xgb,0.9643167972149695
171,45714,PC,multiclass,0,xgb,1.0
172,44064,NP,regression,0,xgb,0.8596668788110422
173,344,MV,regression,0,xgb,0.4374013517061478
174,41027,JU,multiclass,0,xgb,0.8668005354752343
175,151,EL,binclass,0,xgb,0.913945278022948
176,44963,PP,regression,0,xgb,3.8288274626534857
177,40985,TE,multiclass,0,xgb,0.0556890150687923
178,45068,AD,binclass,0,xgb,0.8732855680655066
179,41275,WR,multiclass,0,xgb,0.2481289579735175
180,44059,DIA,regression,0,xgb,0.1066442607776862
181,44131,JN,binclass,0,xgb,0.7950677318513373
182,40685,SH,multiclass,0,xgb,0.9998275862068966
183,45548,OT,multiclass,0,xgb,0.813994828700711
184,41169,HE,multiclass,0,xgb,0.3674846625766871
185,41147,AB,binclass,0,xgb,0.685369532428356
186,41162,KB,binclass,0,xgb,0.9082118417137756
187,42345,TV,multiclass,0,xgb,0.7996829514339242
188,41168,JM,multiclass,0,xgb,0.7191306424647719
189,40922,RW,binclass,0,xgb,0.9895022011513714
190,23512,HI,binclass,0,xgb,0.7308516063233045
191,43044,DD,multiclass,0,xgb,0.9948655995167625
192,40672,FS,multiclass,0,xgb,0.8043973457462613
193,44161,RS,binclass,0,xgb,0.8036145656258388
194,41150,MB,binclass,0,xgb,0.9488736834012454
195,1509,WA,multiclass,0,xgb,0.6406187223784653
196,44057,BF,regression,0,xgb,0.3724900928882386
197,43928,MC,regression,0,xgb,4693.4486254778585
198,44069,GPU,regression,0,xgb,0.0195341510406339
199,1503,SAD,multiclass,0,xgb,0.1340499886044215
200,44068,UKA,regression,0,xgb,0.3581876836712029
201,44159,CO,binclass,0,xgb,0.943164652567976
202,1113,KDC,multiclass,0,xgb,0.9997368527589976
203,44027,YR,regression,0,xgb,8.866444507005093
204,41960,SCR,multiclass,0,xgb,0.8210315781376207
205,1169,AIR,binclass,0,xgb,0.6667717236137117
206,150,CM,multiclass,0,xgb,0.923771987194933
207,44065,NYC,regression,0,xgb,0.3709970448625608
208,44129,HIL,binclass,0,xgb,0.7408951667801226
209,1567,PK,multiclass,0,xgb,0.9476590472288076
210,25,CL,binclass,0,catb,0.5714285714285714
211,461,ACS,binclass,0,catb,1.0
212,210,TR,regression,0,catb,0.6289438280855236
213,551,AM,multiclass,0,catb,
214,466,SZ,binclass,0,catb,0.5833333333333334
215,42665,RD,binclass,0,catb,1.0
216,444,BX,binclass,0,catb,0.7857142857142857
217,171,PM,multiclass,0,catb,0.3571428571428571
218,497,VT,regression,0,catb,156.8062204199887
219,7,AU,multiclass,0,catb,
220,10,LY,multiclass,0,catb,0.6
221,1099,ES,regression,0,catb,1181.9991130996582
222,48,TAE,multiclass,0,catb,0.5625
223,338,GG,multiclass,0,catb,0.4375
224,40916,HR,regression,0,catb,0.2206411959594181
225,23381,DS,binclass,0,catb,0.6666666666666666
226,4153,RH,multiclass,0,catb,0.8888888888888888
227,505,TF,regression,0,catb,1.132688581954476
228,560,FAT,regression,0,catb,0.803815669516503
229,51,HH,binclass,0,catb,0.7407407407407407
230,566,ME,regression,0,catb,144.65869841212935
231,452,BW,multiclass,0,catb,0.4074074074074074
232,53,HT,binclass,0,catb,0.8518518518518519
233,524,PBC,regression,0,catb,0.6048064016638843
234,49,HC,binclass,0,catb,0.7666666666666667
235,194,CD,regression,0,catb,1.114911706583248
236,42370,YH,regression,0,catb,4.6930672403093165
237,474,AMK,multiclass,0,catb,0.46875
238,511,PR,regression,0,catb,216.73242468173524
239,509,AH,regression,0,catb,1021.9350717794588
240,456,ABD,regression,0,catb,287.53399381641015
241,8,LV,regression,0,catb,2.93343278977037
242,337,STF,binclass,0,catb,0.8571428571428571
243,59,IO,binclass,0,catb,0.9444444444444444
244,35,DT,multiclass,0,catb,1.0
245,42360,DEE,regression,0,catb,0.3919513867570184
246,455,CAR,multiclass,0,catb,0.75
247,475,AG,multiclass,0,catb,0.65
248,5,AE,multiclass,0,catb,0.7380952380952381
249,40496,LED,multiclass,0,catb,0.72
250,531,HB,regression,0,catb,2.721840125353788
251,1063,KD,binclass,0,catb,0.8113207547169812
252,703,CF,regression,0,catb,0.7796236689193434
253,313,STM,multiclass,0,catb,
254,534,CW,regression,0,catb,3.975965018836393
255,1467,CMC,binclass,0,catb,0.925925925925926
256,44968,SM,regression,0,catb,0.00451996310865
257,42,SB,multiclass,0,catb,0.9649122807017544
258,1510,WCB,binclass,0,catb,0.9824561403508772
259,334,MO,binclass,0,catb,0.9344262295081968
260,549,SV,regression,0,catb,315.43443206124243
261,11,BS,multiclass,0,catb,0.8888888888888888
262,188,EU,multiclass,0,catb,0.6
263,29,CV,binclass,0,catb,0.7878787878787878
264,470,PB,binclass,0,catb,0.7205882352941176
265,43611,WC,regression,0,catb,0.1733922731079062
266,40981,AT,binclass,0,catb,0.855072463768116
267,45102,DB,regression,0,catb,163.89955763281606
268,1464,BT,binclass,0,catb,0.7733333333333333
269,1549,AUS,multiclass,0,catb,0.2266666666666666
270,37,PD,binclass,0,catb,0.7142857142857143
271,43962,EE,regression,0,catb,0.8739878007369308
272,469,DM,multiclass,0,catb,0.1625
273,458,ATH,multiclass,0,catb,1.0
274,54,VE,multiclass,0,catb,0.8470588235294118
275,45545,TTC,binclass,0,catb,0.8888888888888888
276,50,TTT,binclass,0,catb,1.0
277,307,VW,multiclass,0,catb,0.9595959595959596
278,1555,AUL,multiclass,0,catb,0.24
279,31,CS,binclass,0,catb,0.76
280,1494,QB,binclass,0,catb,0.8867924528301887
281,4544,OM,regression,0,catb,0.4056810357019471
282,41702,MIP,regression,0,catb,753.9775564038578
283,934,SC,binclass,0,catb,0.9396551724137931
284,1479,HV,binclass,0,catb,0.5655737704918032
285,41021,MY,regression,0,catb,21.82336947819945
286,41265,TC,regression,0,catb,23.597276633860467
287,454,HF,multiclass,0,catb,0.9318181818181818
288,185,BB,multiclass,0,catb,0.946969696969697
289,43466,BNA,regression,0,catb,0.0489733007914781
290,1462,BNB,binclass,0,catb,0.9927536231884058
291,23,CE,multiclass,0,catb,0.5675675675675675
292,43919,AF,regression,0,catb,1.8050434141174188
293,42931,AUD,binclass,0,catb,0.9870967741935484
294,1501,SE,multiclass,0,catb,0.95625
295,1493,PT,multiclass,0,catb,0.8375
296,1492,PS,multiclass,0,catb,0.6625
297,1504,SPF,binclass,0,catb,1.0
298,315,VC,regression,0,catb,0.1424054830914851
299,14,MF,multiclass,0,catb,0.8
300,20,MP,multiclass,0,catb,0.945
301,12,MA,multiclass,0,catb,0.945
302,16,MK,multiclass,0,catb,0.935
303,18,MR,multiclass,0,catb,0.675
304,22,MZ,multiclass,0,catb,0.785
305,41700,CPM,regression,0,catb,427.2525388519449
306,1067,KC,binclass,0,catb,0.8672985781990521
307,1466,CTC,multiclass,0,catb,0.9859154929577464
308,36,SG,multiclass,0,catb,0.9913419913419912
309,1487,OZ,binclass,0,catb,0.952755905511811
310,44091,WB,binclass,0,catb,0.7734375
311,42727,CG,regression,0,catb,0.0813932836386532
312,43926,AMH,regression,0,catb,21721.163583345464
313,41143,JA,binclass,0,catb,0.8394648829431438
314,507,VP,regression,0,catb,0.1075775063835952
315,46,SP,multiclass,0,catb,0.9529780564263324
316,3,KK,binclass,0,catb,0.984375
317,44055,AS,regression,0,catb,0.1010883522373801
318,44061,BZ,regression,0,catb,9.178981635922574
319,1043,AA,binclass,0,catb,0.8577680525164114
320,44160,RL,binclass,0,catb,0.7967806841046278
321,44158,KU,binclass,0,catb,0.8214285714285714
322,40900,SAT,binclass,0,catb,0.996078431372549
323,44124,KL,binclass,0,catb,0.8709055876685935
324,1489,PO,binclass,0,catb,0.8983364140480592
325,1497,WN,multiclass,0,catb,0.9963369963369964
326,40499,TX,multiclass,0,catb,0.9854545454545456
327,24,MS,binclass,0,catb,1.0
328,41145,PH,binclass,0,catb,0.7568493150684932
329,1475,FT,multiclass,0,catb,0.5947712418300654
330,182,SI,multiclass,0,catb,0.926905132192846
331,44136,WR,regression,0,catb,0.5833868703715297
332,43986,WQ,multiclass,0,catb,0.7076923076923077
333,503,WD,regression,0,catb,2.957544889437164
334,372,IU,multiclass,0,catb,
335,44157,EM,binclass,0,catb,0.6793692509855453
336,562,CPU,regression,0,catb,2.6072351959012243
337,189,KI,regression,0,catb,0.0821901396706556
338,558,BR,regression,0,catb,0.0790537547662264
339,44132,CT,regression,0,catb,2.1645952984593517
340,40536,SD,binclass,0,catb,0.8395061728395061
341,44056,SO,regression,0,catb,0.068641184559745
342,422,TO,regression,0,catb,0.0266239845054549
343,44054,YP,regression,0,catb,0.0261338559143641
344,4538,GE,multiclass,0,catb,0.7155870445344129
345,45062,CH,binclass,0,catb,0.855
346,44145,SF,regression,0,catb,0.0244846114699279
347,44122,POB,binclass,0,catb,0.9841427155599604
348,1531,VV,multiclass,0,catb,0.9656188605108056
349,1459,AC,multiclass,0,catb,0.9080234833659492
350,44126,BM,binclass,0,catb,0.8147448015122873
351,44062,BH,regression,0,catb,0.0441504599420089
352,42183,SA,regression,0,catb,2.614626003469904
353,32,PE,multiclass,0,catb,0.9936363636363637
354,4534,PW,binclass,0,catb,0.9656419529837252
355,42734,OC,multiclass,0,catb,0.7361229718189581
356,45060,OS,binclass,0,catb,0.9010543390105434
357,26,NS,multiclass,0,catb,1.0
358,44125,MT,binclass,0,catb,0.8535127055306427
359,44123,HOB,binclass,0,catb,0.876945885841364
360,44137,AR,regression,0,catb,0.0001492135109797
361,1476,GD,multiclass,0,catb,0.9920920201294032
362,44005,MH,regression,0,catb,0.1499639099950741
363,1471,EEG,binclass,0,catb,0.9579439252336448
364,44133,POR,regression,0,catb,3.582080541210229
365,846,EV,binclass,0,catb,0.9060240963855422
366,44134,EVR,regression,0,catb,0.0019616729594797
367,44162,CPS,binclass,0,catb,0.772972972972973
368,44089,CR,binclass,0,catb,0.777511961722488
369,44063,BD,regression,0,catb,39.58137802032352
370,44026,FIS,regression,0,catb,0.7701212964855099
371,45012,FI,regression,0,catb,9626.545947919469
372,6,LT,multiclass,0,catb,0.943
373,44090,CAB,binclass,0,catb,0.9031007751937984
374,999999,CA,regression,0,catb,0.4351074443079037
375,537,HO,regression,0,catb,4.37968047869332
376,44148,ST,regression,0,catb,9.624137002022842
377,44066,HS,regression,0,catb,0.1658328945706737
378,44984,CWE,regression,0,catb,350.9653798423851
379,4135,AZ,binclass,0,catb,0.9459871833994508
380,1486,NM,binclass,0,catb,0.9706991586887148
381,45714,PC,multiclass,0,catb,1.0
382,44064,NP,regression,0,catb,0.8569609517601035
383,344,MV,regression,0,catb,0.0612797185184232
384,41027,JU,multiclass,0,catb,0.9408746095493083
385,151,EL,binclass,0,catb,0.9236540158870256
386,44963,PP,regression,0,catb,3.5347153289649964
387,40985,TE,multiclass,0,catb,0.0574361214238916
388,45068,AD,binclass,0,catb,0.869396110542477
389,41275,WR,multiclass,0,catb,0.2849740932642487
390,44059,DIA,regression,0,catb,0.0848761920628474
391,44131,JN,binclass,0,catb,0.8032302882945467
392,40685,SH,multiclass,0,catb,0.9996551724137932
393,45548,OT,multiclass,0,catb,0.8185197155785391
394,41169,HE,multiclass,0,catb,0.3742331288343558
395,41147,AB,binclass,0,catb,0.685369532428356
396,41162,KB,binclass,0,catb,0.9079143112168996
397,42345,TV,multiclass,0,catb,0.803285776048422
398,41168,JM,multiclass,0,catb,0.7262956770957726
399,40922,RW,binclass,0,catb,0.9922113105316628
400,23512,HI,binclass,0,catb,0.7340132585415604
401,43044,DD,multiclass,0,catb,0.9968790899023456
402,40672,FS,multiclass,0,catb,0.8048925423393087
403,44161,RS,binclass,0,catb,0.8149771852912231
404,41150,MB,binclass,0,catb,0.9520258322441764
405,1509,WA,multiclass,0,catb,0.6621132985134592
406,44057,BF,regression,0,catb,0.3638031447254261
407,43928,MC,regression,0,catb,4964.054303120229
408,44069,GPU,regression,0,catb,0.0160131891738823
409,1503,SAD,multiclass,0,catb,0.1896224264985185
410,44068,UKA,regression,0,catb,0.352112142151658
411,44159,CO,binclass,0,catb,0.9699065332326284
412,1113,KDC,multiclass,0,catb,0.9997773369499212
413,44027,YR,regression,0,catb,8.718469781981332
414,41960,SCR,multiclass,0,catb,0.8212238932266626
415,1169,AIR,binclass,0,catb,0.6679582491332802
416,150,CM,multiclass,0,catb,0.9630649547347768
417,44065,NYC,regression,0,catb,0.3680161734787324
418,44129,HIL,binclass,0,catb,0.7472664227365555
419,1567,PK,multiclass,0,catb,0.9912195978575818
420,25,CL,binclass,0,lgbm,0.4285714285714285
421,461,ACS,binclass,0,lgbm,0.9
422,210,TR,regression,0,lgbm,1.1281071610500524
423,551,AM,multiclass,0,lgbm,
424,466,SZ,binclass,0,lgbm,0.4166666666666667
425,42665,RD,binclass,0,lgbm,0.6666666666666666
426,444,BX,binclass,0,lgbm,0.2857142857142857
427,171,PM,multiclass,0,lgbm,0.2857142857142857
428,497,VT,regression,0,lgbm,187.8231491275392
429,7,AU,multiclass,0,lgbm,
430,10,LY,multiclass,0,lgbm,0.6
431,1099,ES,regression,0,lgbm,1244.8630698679187
432,48,TAE,multiclass,0,lgbm,0.5
433,338,GG,multiclass,0,lgbm,0.5
434,40916,HR,regression,0,lgbm,0.4508318934326294
435,23381,DS,binclass,0,lgbm,0.7777777777777778
436,4153,RH,multiclass,0,lgbm,0.8888888888888888
437,505,TF,regression,0,lgbm,1.9078772388637495
438,560,FAT,regression,0,lgbm,1.4287190853252565
439,51,HH,binclass,0,lgbm,0.7037037037037037
440,566,ME,regression,0,lgbm,306.3514832674076
441,452,BW,multiclass,0,lgbm,0.0
442,53,HT,binclass,0,lgbm,0.6666666666666666
443,524,PBC,regression,0,lgbm,0.700651633195013
444,49,HC,binclass,0,lgbm,0.8333333333333334
445,194,CD,regression,0,lgbm,1.1346803337489288
446,42370,YH,regression,0,lgbm,1.731377272954625
447,474,AMK,multiclass,0,lgbm,0.53125
448,511,PR,regression,0,lgbm,270.3644485786224
449,509,AH,regression,0,lgbm,1096.5509984571088
450,456,ABD,regression,0,lgbm,270.6709453767552
451,8,LV,regression,0,lgbm,4.8324864437406605
452,337,STF,binclass,0,lgbm,0.9428571428571428
453,59,IO,binclass,0,lgbm,0.9444444444444444
454,35,DT,multiclass,0,lgbm,0.1666666666666666
455,42360,DEE,regression,0,lgbm,0.3580295457529627
456,455,CAR,multiclass,0,lgbm,0.75
457,475,AG,multiclass,0,lgbm,0.225
458,5,AE,multiclass,0,lgbm,0.6904761904761905
459,40496,LED,multiclass,0,lgbm,0.68
460,531,HB,regression,0,lgbm,3.202926167595186
461,1063,KD,binclass,0,lgbm,0.8301886792452831
462,703,CF,regression,0,lgbm,0.7894362402123912
463,313,STM,multiclass,0,lgbm,
464,534,CW,regression,0,lgbm,4.21643591186175
465,1467,CMC,binclass,0,lgbm,0.9074074074074074
466,44968,SM,regression,0,lgbm,0.0071644073752827
467,42,SB,multiclass,0,lgbm,0.912280701754386
468,1510,WCB,binclass,0,lgbm,0.9649122807017544
469,334,MO,binclass,0,lgbm,0.9344262295081968
470,549,SV,regression,0,lgbm,414.8420206107277
471,11,BS,multiclass,0,lgbm,0.9206349206349206
472,188,EU,multiclass,0,lgbm,0.6615384615384615
473,29,CV,binclass,0,lgbm,0.8333333333333334
474,470,PB,binclass,0,lgbm,0.6323529411764706
475,43611,WC,regression,0,lgbm,0.1612202715111501
476,40981,AT,binclass,0,lgbm,0.855072463768116
477,45102,DB,regression,0,lgbm,174.8174309125626
478,1464,BT,binclass,0,lgbm,0.6933333333333334
479,1549,AUS,multiclass,0,lgbm,0.2266666666666666
480,37,PD,binclass,0,lgbm,0.7272727272727273
481,43962,EE,regression,0,lgbm,0.4526248909950633
482,469,DM,multiclass,0,lgbm,0.2375
483,458,ATH,multiclass,0,lgbm,0.9882352941176472
484,54,VE,multiclass,0,lgbm,0.8352941176470589
485,45545,TTC,binclass,0,lgbm,0.9222222222222224
486,50,TTT,binclass,0,lgbm,1.0
487,307,VW,multiclass,0,lgbm,0.898989898989899
488,1555,AUL,multiclass,0,lgbm,0.09
489,31,CS,binclass,0,lgbm,0.79
490,1494,QB,binclass,0,lgbm,0.8584905660377359
491,4544,OM,regression,0,lgbm,0.4183408427945047
492,41702,MIP,regression,0,lgbm,735.8520813080586
493,934,SC,binclass,0,lgbm,0.956896551724138
494,1479,HV,binclass,0,lgbm,0.5737704918032787
495,41021,MY,regression,0,lgbm,21.32438379291764
496,41265,TC,regression,0,lgbm,27.853052476578704
497,454,HF,multiclass,0,lgbm,0.9545454545454546
498,185,BB,multiclass,0,lgbm,0.8484848484848485
499,43466,BNA,regression,0,lgbm,0.0804915722644976
500,1462,BNB,binclass,0,lgbm,0.9927536231884058
501,23,CE,multiclass,0,lgbm,0.6081081081081081
502,43919,AF,regression,0,lgbm,1.8223289194426504
503,42931,AUD,binclass,0,lgbm,0.9741935483870968
504,1501,SE,multiclass,0,lgbm,0.925
505,1493,PT,multiclass,0,lgbm,0.6125
506,1492,PS,multiclass,0,lgbm,0.55
507,1504,SPF,binclass,0,lgbm,1.0
508,315,VC,regression,0,lgbm,0.2004400182369763
509,14,MF,multiclass,0,lgbm,0.815
510,20,MP,multiclass,0,lgbm,0.95
511,12,MA,multiclass,0,lgbm,0.965
512,16,MK,multiclass,0,lgbm,0.865
513,18,MR,multiclass,0,lgbm,0.68
514,22,MZ,multiclass,0,lgbm,0.71
515,41700,CPM,regression,0,lgbm,425.33072842469767
516,1067,KC,binclass,0,lgbm,0.8672985781990521
517,1466,CTC,multiclass,0,lgbm,1.0
518,36,SG,multiclass,0,lgbm,0.987012987012987
519,1487,OZ,binclass,0,lgbm,0.9488188976377953
520,44091,WB,binclass,0,lgbm,0.77734375
521,42727,CG,regression,0,lgbm,0.0859416101207708
522,43926,AMH,regression,0,lgbm,19132.40439013164
523,41143,JA,binclass,0,lgbm,0.8662207357859532
524,507,VP,regression,0,lgbm,0.1130711803910688
525,46,SP,multiclass,0,lgbm,0.9561128526645768
526,3,KK,binclass,0,lgbm,0.996875
527,44055,AS,regression,0,lgbm,0.1026656481369913
528,44061,BZ,regression,0,lgbm,9.696979024183682
529,1043,AA,binclass,0,lgbm,0.8555798687089715
530,44160,RL,binclass,0,lgbm,0.7706237424547284
531,44158,KU,binclass,0,lgbm,0.7916666666666666
532,40900,SAT,binclass,0,lgbm,0.996078431372549
533,44124,KL,binclass,0,lgbm,0.859344894026975
534,1489,PO,binclass,0,lgbm,0.9020332717190388
535,1497,WN,multiclass,0,lgbm,1.0
536,40499,TX,multiclass,0,lgbm,0.9890909090909092
537,24,MS,binclass,0,lgbm,1.0
538,41145,PH,binclass,0,lgbm,0.761986301369863
539,1475,FT,multiclass,0,lgbm,0.5800653594771242
540,182,SI,multiclass,0,lgbm,0.9206842923794712
541,44136,WR,regression,0,lgbm,0.6259105621650564
542,43986,WQ,multiclass,0,lgbm,0.6092307692307692
543,503,WD,regression,0,lgbm,3.2357991719902928
544,372,IU,multiclass,0,lgbm,
545,44157,EM,binclass,0,lgbm,0.6793692509855453
546,562,CPU,regression,0,lgbm,2.750983298428658
