,data_id,dataname,tasktype,trial,modelname,perf,datasize,num_prep_features,feature_sample_ratio,cat_ratio,y_imbalance_full,num_classes,highfreq_ratio_quan,cor_full,avg_cardinality,FLAG_datasize,FLAG_tasktype,FLAG_featuredim,FLAG_featurecomp_1,FLAG_featurecomp_2,FLAG_imbalance,FLAG_irregularity,FLAG_corr,FLAG_card,FLAG_fsratio,FLAG_numclass,FLAG_overall,flag,max,min,norm_perf
0,25,CL,binclass,0,xgb,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
1,25,CL,binclass,0,catb,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
2,25,CL,binclass,0,lgbm,0.4285714285714285,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.0
3,25,CL,binclass,0,mlp,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
4,25,CL,binclass,0,ftt,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
5,25,CL,binclass,0,resnet,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
6,25,CL,binclass,0,t2g,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
7,25,CL,binclass,1,xgb,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
8,25,CL,binclass,1,catb,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
9,25,CL,binclass,1,lgbm,0.4285714285714285,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.0
10,25,CL,binclass,1,mlp,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
11,25,CL,binclass,1,ftt,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
12,25,CL,binclass,1,resnet,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
13,25,CL,binclass,1,t2g,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
14,25,CL,binclass,2,catb,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
15,25,CL,binclass,2,lgbm,0.4285714285714285,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.0
16,25,CL,binclass,2,ftt,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
17,25,CL,binclass,2,resnet,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
18,25,CL,binclass,2,t2g,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
19,25,CL,binclass,3,catb,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
20,25,CL,binclass,3,ftt,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
21,25,CL,binclass,3,lgbm,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
22,25,CL,binclass,3,resnet,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
23,25,CL,binclass,3,t2g,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
24,25,CL,binclass,99,mlp,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
25,25,CL,binclass,99,resnet,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
26,25,CL,binclass,99,ftt,0.7142857142857143,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,1.0
27,25,CL,binclass,99,t2g,0.5714285714285714,Small,23,0.37704918,0.782608696,0.913,,0.910293758,0.052960404,4.166666666666667,0,0,1,,1.0,,1.0,0.0,,1.0,,0,1,0.7142857142857143,0.4285714285714285,0.5
28,461,ACS,binclass,0,xgb,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
29,461,ACS,binclass,0,catb,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
30,461,ACS,binclass,0,lgbm,0.9,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,0.0
31,461,ACS,binclass,0,mlp,0.9,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,0.0
32,461,ACS,binclass,0,ftt,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
33,461,ACS,binclass,0,resnet,0.9,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,0.0
34,461,ACS,binclass,0,t2g,0.9,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,0.0
35,461,ACS,binclass,1,xgb,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
36,461,ACS,binclass,1,catb,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
37,461,ACS,binclass,1,lgbm,0.9,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,0.0
38,461,ACS,binclass,1,mlp,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
39,461,ACS,binclass,1,ftt,1.0,Small,6,0.06,0.5,0.841,,0.663968017,0.114206817,3.333333333333333,0,0,0,,,,,0.0,,1.0,,0,1,1.0,0.9,1.0
