,data_id,modelname,perf,ensemble,min,max,flag,norm_perf
165,44056,ftt,-0.1293222333352569,1,-3.3201813795341617,-0.0623664407771683,-1,0.9794476378134495
166,44056,t2g,-0.1657755125115373,1,-3.3201813795341617,-0.0623664407771683,-1,0.9682581504234172
167,44145,mlp,-0.0181299169372105,1,-0.0426351100287869,-0.0170849963534223,-1,0.9591030945276885
168,44145,resnet,-0.0322759279099612,1,-0.0426351100287869,-0.0170849963534223,-1,0.4054456371681045
169,44145,ftt,-0.0213883622509098,1,-0.0426351100287869,-0.0170849963534223,-1,0.8315715557212255
170,44145,t2g,-0.0334317979061783,1,-0.0426351100287869,-0.0170849963534223,-1,0.3602063082593025
171,44062,mlp,-0.0456821973480416,1,-9.38035328929733,-0.029968474852611,-1,0.9983194571338758
172,44062,resnet,-0.0579391933385829,1,-9.38035328929733,-0.029968474852611,-1,0.9970086024221417
173,44062,ftt,-0.0467279457089419,1,-9.38035328929733,-0.029968474852611,-1,0.9982076169923574
174,44062,t2g,-0.1557579458610858,1,-9.38035328929733,-0.029968474852611,-1,0.9865471343153545
175,558,resnet,-0.0828189130989972,1,-0.0895642046919241,-0.0778989353619554,-1,0.5782371072734591
176,558,ftt,-0.0869765806908238,1,-0.0895642046919241,-0.0778989353619554,-1,0.221822911062375
177,558,t2g,-0.0786605923611149,1,-0.0895642046919241,-0.0778989353619554,-1,0.9347072941382701
178,44132,mlp,-2.53534282826523,1,-10.136145639587424,-2.1636184154697347,-1,0.9533743313323544
179,44132,resnet,-2.652854724143116,1,-10.136145639587424,-2.1636184154697347,-1,0.9386347271172191
180,44132,ftt,-2.5300420068563128,1,-10.136145639587424,-2.1636184154697347,-1,0.9540392172913364
181,44132,t2g,-2.7080679445575377,1,-10.136145639587424,-2.1636184154697347,-1,0.9317092919493848
182,42183,mlp,-3.3350062622743573,1,-5.920826197527514,-2.4777157251517337,-1,0.7510127705745425
183,42183,resnet,-3.834517641531056,1,-5.920826197527514,-2.4777157251517337,-1,0.6059371526806936
184,42183,ftt,-2.644563164793113,1,-5.920826197527514,-2.4777157251517337,-1,0.9515416536936576
185,42183,t2g,-2.877948907193203,1,-5.920826197527514,-2.4777157251517337,-1,0.8837582513681866
186,44063,mlp,-42.22047177975025,1,-200.69651178769897,-39.58137802032352,-1,0.9836198270285573
187,44063,resnet,-41.83699301306201,1,-200.69651178769897,-39.58137802032352,-1,0.9859999806349958
188,44063,ftt,-41.47939735909187,1,-200.69651178769897,-39.58137802032352,-1,0.9882194844494944
189,44063,t2g,-42.9187180309696,1,-200.69651178769897,-39.58137802032352,-1,0.9792859929876936
190,44026,mlp,-0.802939692689864,1,-1.6631274394548223,-0.7701212964855099,-1,0.9632495291743117
191,44026,resnet,-0.8004574749175037,1,-1.6631274394548223,-0.7701212964855099,-1,0.9660291492160135
192,44026,ftt,-0.7858629604659413,1,-1.6631274394548223,-0.7701212964855099,-1,0.982372278058369
193,44026,t2g,-0.7841950411498958,1,-1.6631274394548223,-0.7701212964855099,-1,0.9842400360006599
194,999999,mlp,-0.4847782210220552,1,-0.7783291575696241,-0.4287859941715125,-1,0.839813125491542
195,999999,resnet,-0.4631074325225793,1,-0.7783291575696241,-0.4287859941715125,-1,0.9018105860878289
196,999999,ftt,-0.4535491043862916,1,-0.7783291575696241,-0.4287859941715125,-1,0.9291557873023676
